track_name,artists_names,principal_artist_name,artist_genres,popularity,year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_min,genre_label,cluster
Firework,Katy Perry,Katy Perry,pop,74,2010,0.638,0.832,0.648,0.141,0.0,0.049,124.071,-5.039,3.798216666666667,Pop,2
Rocketeer,Far East Movement;Ryan Tedder;Ruff Loaderz,Far East Movement,asian american hip hop;dance pop;pop rap,69,2010,0.664,0.845,0.357,0.181,0.0,0.0461,96.005,-6.115,3.520883333333333,Hip Hop,2
Aston Martin Music,Rick Ross;Drake;Chrisette Michele,Rick Ross,dirty south rap;gangster rap;hip hop;rap;southern hip hop;trap,72,2010,0.57,0.58,0.404,0.0124,0.0,0.21,171.812,-5.547,4.510433333333333,Hip Hop,2
Back To December,Taylor Swift,Taylor Swift,pop,69,2010,0.529,0.67,0.286,0.117,0.0,0.0303,141.893,-4.663,4.883766666666666,Pop,2
Club Can't Handle Me (feat. David Guetta),Flo Rida;David Guetta,Flo Rida,dance pop;miami hip hop;pop;pop rap,79,2010,0.616,0.869,0.473,0.0283,0.0,0.0327,127.966,-3.911,3.909333333333334,Hip Hop,2
Need You Now,Lady A,Lady A,contemporary country;country;country dawn;country pop;country road,73,2010,0.587,0.622,0.231,0.0927,0.000636,0.0303,107.943,-5.535,4.626216666666667,Country,2
Find Your Love,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,70,2010,0.627,0.614,0.758,0.0211,0.0,0.17,96.038,-6.006,3.482433333333333,Hip Hop,1
Nikes on My Feet,Mac Miller,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,76,2010,0.801,0.57,0.565,0.559,0.0,0.265,92.058,-5.103,2.74385,Hip Hop,1
Corazón Sin Cara,Prince Royce,Prince Royce,bachata;latin hip hop;latin pop;urbano latino,76,2010,0.704,0.83,0.957,0.0489,0.0,0.0297,127.103,-3.139,3.524216666666667,Hip Hop,2
Monster,Kanye West;JAY-Z;Rick Ross;Nicki Minaj;Bon Iver,Kanye West,chicago rap;hip hop;rap,73,2010,0.628,0.692,0.0963,0.00244,0.0129,0.202,124.887,-5.64,6.314883333333333,Hip Hop,2
Moment 4 Life,Nicki Minaj;Drake,Nicki Minaj,hip pop;pop;queens hip hop;rap,74,2010,0.475,0.882,0.369,0.406,0.0,0.351,98.001,-3.883,4.6551,Hip Hop,2
Airplanes (feat. Hayley Williams of Paramore),B.o.B;Hayley Williams,B.o.B,atl hip hop;dance pop;pop rap;rap;southern hip hop,78,2010,0.66,0.867,0.377,0.11,0.0,0.116,93.033,-4.285,3.008,Hip Hop,2
Mr. Rager,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,76,2010,0.671,0.726,0.581,0.389,0.882,0.0272,102.002,-8.689,4.903766666666667,Hip Hop,3
Just A Dream,Nelly,Nelly,dance pop;gangster rap;hip hop;pop rap;rap;st louis rap;urban contemporary,77,2010,0.531,0.752,0.103,0.0421,0.0,0.0305,89.917,-6.161,3.963333333333333,Hip Hop,2
Right Above It,Lil Wayne;Drake,Lil Wayne,hip hop;new orleans rap;pop rap;rap;trap,72,2010,0.376,0.841,0.463,0.0435,0.0,0.356,76.052,-4.348,4.532433333333334,Hip Hop,2
Kool Aid & Frozen Pizza,Mac Miller,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,72,2010,0.66,0.845,0.706,0.154,0.0,0.301,89.769,-4.57,2.625666666666667,Hip Hop,1
Up All Night,Drake;Nicki Minaj,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,68,2010,0.606,0.811,0.276,0.00782,1.49e-05,0.278,156.347,-4.667,3.90555,Hip Hop,2
Knock Knock,Mac Miller,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,73,2010,0.682,0.934,0.483,0.107,0.0,0.152,109.027,-2.527,3.298816666666667,Hip Hop,2
If I Die Young,The Band Perry,The Band Perry,contemporary country;country;country dawn;country road,69,2010,0.606,0.497,0.362,0.348,0.0,0.0277,130.739,-6.611,3.712883333333334,Country,0
Hippies and Cowboys,Cody Jinks,Cody Jinks,classic texas country;modern southern rock;outlaw country,70,2010,0.698,0.584,0.618,0.0511,0.0,0.0279,115.08,-5.067,5.011333333333333,Country,2
My Chick Bad,Ludacris;Nicki Minaj,Ludacris,atl hip hop;dance pop;dirty south rap;hip hop;old school atlanta hip hop;pop rap;rap;southern hip hop;trap,69,2010,0.624,0.723,0.757,0.172,0.0,0.378,84.789,-6.782,3.61555,Hip Hop,1
Why Don't We Just Dance,Josh Turner,Josh Turner,contemporary country;country;country road,70,2010,0.677,0.776,0.642,0.42,0.000689,0.0386,121.834,-5.933,3.213333333333333,Country,2
On Melancholy Hill,Gorillaz,Gorillaz,alternative hip hop;modern rock;rock,79,2010,0.689,0.739,0.578,1.51e-05,0.509,0.026,120.423,-5.81,3.897766666666667,Hip Hop,3
My Kinda Party,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,69,2010,0.41,0.9,0.558,0.0167,1.09e-05,0.0656,176.962,-4.249,4.749333333333333,Country,2
Down On Me,Jeremih;50 Cent,Jeremih,chicago rap;pop rap;r&b;southern hip hop;trap;urban contemporary,76,2010,0.7,0.598,0.594,0.0369,0.0,0.114,160.041,-7.783,3.80755,Hip Hop,2
Fuck You,CeeLo Green,CeeLo Green,atl hip hop,69,2010,0.69,0.834,0.738,0.129,0.0,0.0566,127.43,-5.79,3.71555,Hip Hop,2
Erase Me - Main,Kid Cudi;Kanye West,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,72,2010,0.687,0.631,0.853,0.063,0.0,0.129,186.071,-5.612,3.204216666666666,Hip Hop,2
Farmer's Daughter,Rodney Atkins,Rodney Atkins,contemporary country;country;country road,66,2010,0.612,0.791,0.786,0.224,0.0,0.0291,133.977,-3.519,3.450666666666667,Country,2
You and Tequila (feat. Grace Potter),Kenny Chesney;Grace Potter,Kenny Chesney,contemporary country;country;country road,67,2010,0.691,0.454,0.35,0.437,0.00227,0.0256,135.839,-9.13,4.047333333333333,Country,0
American Honey,Lady A,Lady A,contemporary country;country;country dawn;country pop;country road,67,2010,0.588,0.684,0.121,0.508,0.0,0.0288,85.997,-5.154,3.747766666666667,Country,0
No Love,Eminem;Lil Wayne,Eminem,detroit hip hop;hip hop;rap,72,2010,0.522,0.932,0.33,0.119,0.0,0.255,129.473,-2.87,4.991766666666667,Hip Hop,2
The Spins,Mac Miller,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,67,2010,0.794,0.766,0.55,0.0135,0.0,0.0377,127.006,-3.894,3.26455,Hip Hop,2
Dark Fantasy,Kanye West,Kanye West,chicago rap;hip hop;rap,72,2010,0.599,0.587,0.373,0.274,0.0,0.0423,87.998,-5.919,4.679766666666667,Hip Hop,2
Cinderella Man,Eminem,Eminem,detroit hip hop;hip hop;rap,71,2010,0.679,0.908,0.687,0.234,0.0,0.202,85.918,-3.411,4.650216666666667,Hip Hop,1
Magic (feat. Rivers Cuomo),B.o.B;Rivers Cuomo,B.o.B,atl hip hop;dance pop;pop rap;rap;southern hip hop,68,2010,0.549,0.932,0.787,0.0127,0.0,0.343,82.439,-4.11,3.268883333333333,Hip Hop,1
Un-thinkable (I'm Ready) (feat. Drake) - Remix,Alicia Keys;Drake,Alicia Keys,neo soul;pop;r&b,69,2010,0.531,0.603,0.228,0.728,0.0,0.0944,86.162,-6.242,4.700433333333334,R&B,0
Pretty Good At Drinkin' Beer,Billy Currington,Billy Currington,contemporary country;country;country road,67,2010,0.769,0.678,0.581,0.427,8.04e-06,0.0315,106.951,-3.725,2.998433333333333,Country,2
Love Like Crazy,Lee Brice,Lee Brice,contemporary country;country;country road;modern country rock,67,2010,0.535,0.725,0.292,0.0203,1.45e-05,0.0275,78.489,-5.108,3.6231,Country,2
As She's Walking Away (feat. Alan Jackson),Zac Brown Band;Alan Jackson,Zac Brown Band,contemporary country;country;country road;modern country rock,67,2010,0.553,0.619,0.376,0.479,0.0,0.0308,183.908,-7.101,3.730433333333333,Country,2
Rechazame,Prince Royce,Prince Royce,bachata;latin hip hop;latin pop;urbano latino,75,2010,0.73,0.867,0.929,0.0749,6.81e-06,0.0325,130.02,-1.946,3.72,Hip Hop,2
Fly Over States,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,67,2010,0.487,0.736,0.184,0.069,0.0,0.0326,81.587,-3.269,3.636666666666667,Country,2
Forget You,CeeLo Green,CeeLo Green,atl hip hop,66,2010,0.696,0.875,0.772,0.134,0.0,0.0649,127.39,-3.682,3.712216666666666,Hip Hop,2
Stuck Like Glue,Sugarland,Sugarland,contemporary country;country;country dawn;country road,67,2010,0.702,0.795,0.836,0.329,0.0,0.0568,83.961,-4.764,4.126433333333333,Country,2
Better Than Revenge,Taylor Swift,Taylor Swift,pop,65,2010,0.516,0.917,0.635,0.0139,6.37e-06,0.0827,145.821,-3.186,3.619333333333334,Pop,2
Sparks Fly,Taylor Swift,Taylor Swift,pop,66,2010,0.605,0.787,0.374,0.0396,1.42e-06,0.0308,114.987,-3.002,4.348883333333333,Pop,2
Mean,Taylor Swift,Taylor Swift,pop,66,2010,0.568,0.761,0.789,0.452,0.0,0.0459,163.974,-3.987,3.962216666666666,Pop,2
Mine,Taylor Swift,Taylor Swift,pop,66,2010,0.624,0.757,0.658,0.00265,1.87e-06,0.0296,121.07,-2.94,3.8451,Pop,2
Nothing on You,B.o.B;Bruno Mars,B.o.B,atl hip hop;dance pop;pop rap;rap;southern hip hop,79,2010,0.553,0.798,0.378,0.578,0.0,0.109,103.948,-5.992,1.795033333333333,Hip Hop,2
Gorgeous,Kanye West;Kid Cudi;Raekwon,Kanye West,chicago rap;hip hop;rap,72,2010,0.598,0.713,0.118,0.0207,0.000175,0.0326,91.964,-3.625,5.960883333333333,Hip Hop,2
Better Than Revenge,Taylor Swift,Taylor Swift,pop,65,2010,0.516,0.917,0.635,0.0139,6.37e-06,0.0827,145.821,-3.186,3.619333333333334,Pop,2
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,DJ Khaled,hip hop;miami hip hop;pop rap;rap,71,2010,0.545,0.781,0.277,0.0139,0.0,0.185,150.097,-3.616,3.8751,Hip Hop,2
Speak Now,Taylor Swift,Taylor Swift,pop,63,2010,0.709,0.599,0.735,0.095,0.0,0.0304,118.975,-3.734,4.012666666666667,Pop,2
Space Bound,Eminem,Eminem,detroit hip hop;hip hop;rap,71,2010,0.668,0.886,0.503,0.0417,0.0,0.117,142.002,-3.474,4.644,Hip Hop,2
Keep Me in Mind,Zac Brown Band,Zac Brown Band,contemporary country;country;country road;modern country rock,64,2010,0.684,0.715,0.564,0.159,0.0,0.0336,96.018,-6.132,3.568433333333333,Country,2
Don't You Wanna Stay (with Kelly Clarkson),Jason Aldean;Kelly Clarkson,Jason Aldean,contemporary country;country;country road;modern country rock,64,2010,0.445,0.631,0.152,0.129,0.0,0.0304,143.846,-4.798,4.274,Country,2
Need You Now,Lady A,Lady A,contemporary country;country;country dawn;country pop;country road,66,2010,0.581,0.717,0.316,0.0298,0.000186,0.0318,107.884,-4.433,3.940666666666667,Country,2
The Story Of Us,Taylor Swift,Taylor Swift,pop,63,2010,0.543,0.818,0.683,0.00478,0.000368,0.0398,139.898,-3.611,4.427766666666667,Pop,2
Grove St. Party (feat. Kebo Gotti),Waka Flocka Flame;Kebo Gotti,Waka Flocka Flame,atl hip hop;dirty south rap;pop rap;rap;southern hip hop;trap,65,2010,0.705,0.702,0.771,0.138,0.0,0.108,140.059,-4.783,4.174883333333334,Hip Hop,2
Somewhere With You,Kenny Chesney,Kenny Chesney,contemporary country;country;country road,63,2010,0.68,0.849,0.536,0.0862,0.00013,0.0376,111.969,-6.475,4.058666666666666,Country,2
Long Hot Summer,Keith Urban,Keith Urban,australian country;australian pop;contemporary country;country;country road,64,2010,0.657,0.785,0.769,0.0301,4.62e-06,0.037,127.987,-8.428,4.559766666666667,Country,2
Senior Skip Day,Mac Miller,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,66,2010,0.522,0.725,0.81,0.554,0.0,0.302,108.364,-5.184,2.9297,Hip Hop,1
She Won't Be Lonely Long,Clay Walker,Clay Walker,contemporary country;country;country road,64,2010,0.635,0.758,0.322,0.00643,0.0,0.0243,113.002,-5.772,3.48755,Country,2
Pretty Girl Rock,Keri Hilson,Keri Hilson,dance pop;hip pop;r&b;urban contemporary,66,2010,0.666,0.87,0.9,0.203,0.0,0.246,160.014,-5.004,4.065333333333333,R&B,2
Empire Ants (feat. Little Dragon),Gorillaz;Little Dragon,Gorillaz,alternative hip hop;modern rock;rock,70,2010,0.601,0.772,0.294,0.181,0.0543,0.031,99.445,-4.137,4.726216666666667,Hip Hop,2
Whiskey Lullaby (feat. Alison Krauss),Brad Paisley;Alison Krauss,Brad Paisley,contemporary country;country;country road,65,2010,0.587,0.35,0.17,0.74,0.0,0.0318,74.479,-10.954,4.324216666666667,Country,0
Miss Me,Drake;Lil Wayne,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,63,2010,0.426,0.862,0.332,0.0813,0.0,0.597,100.3,-5.979,5.092,Hip Hop,1
Misery,Maroon 5,Maroon 5,pop,64,2010,0.704,0.81,0.726,0.000315,0.0,0.0425,102.98,-4.874,3.603333333333333,Pop,2
Love Don't Change,Jeremih,Jeremih,chicago rap;pop rap;r&b;southern hip hop;trap;urban contemporary,68,2010,0.539,0.424,0.17,0.317,0.0,0.0406,118.071,-9.361,4.2811,Hip Hop,0
"Lover, Lover",Jerrod Niemann,Jerrod Niemann,contemporary country;country road,64,2010,0.879,0.567,0.948,0.186,0.0,0.0588,112.473,-6.509,3.228883333333334,Country,1
How Low,Ludacris,Ludacris,atl hip hop;dance pop;dirty south rap;hip hop;old school atlanta hip hop;pop rap;rap;southern hip hop;trap,65,2010,0.785,0.498,0.418,0.00248,1.23e-06,0.0533,143.96,-6.977,3.359766666666667,Hip Hop,2
Did It On’em,Nicki Minaj,Nicki Minaj,hip pop;pop;queens hip hop;rap,68,2010,0.562,0.414,0.474,0.0445,0.0,0.349,155.826,-7.032,3.5391,Hip Hop,1
It's Five O'Clock Somewhere (with Jimmy Buffett),Alan Jackson;Jimmy Buffett,Alan Jackson,country,67,2010,0.713,0.772,0.88,0.208,0.0,0.0372,125.202,-6.69,3.83555,Country,2
Hard in Da Paint,Waka Flocka Flame,Waka Flocka Flame,atl hip hop;dirty south rap;pop rap;rap;southern hip hop;trap,64,2010,0.611,0.66,0.583,0.198,0.0,0.0839,71.544,-5.883,4.106433333333333,Hip Hop,2
The Resistance,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,63,2010,0.547,0.741,0.637,0.822,0.0,0.163,82.589,-8.127,3.756,Hip Hop,0
Centerfield,John Fogerty,John Fogerty,album rock;blues rock;classic rock;country rock;folk rock;heartland rock;mellow gold;singer-songwriter;soft rock;southern rock;swamp rock,65,2010,0.777,0.948,0.973,0.127,5.36e-06,0.0479,142.359,-3.648,3.855766666666667,Country,2
Ayye,Mac Miller,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,65,2010,0.764,0.719,0.452,0.0613,0.0,0.0769,106.96,-6.939,2.765166666666667,Hip Hop,1
Mojo So Dope,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,63,2010,0.614,0.785,0.853,0.547,0.844,0.0673,180.036,-8.224,3.509766666666667,Hip Hop,3
Tattoos on This Town,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,61,2010,0.359,0.784,0.444,0.0181,2.72e-05,0.0438,78.494,-4.404,3.374433333333333,Country,2
Come Back Song,Darius Rucker,Darius Rucker,black americana;contemporary country;country;country road,62,2010,0.516,0.745,0.77,0.138,0.0,0.0381,177.781,-5.674,3.9191,Country,2
La Despedida,Daddy Yankee,Daddy Yankee,latin hip hop;reggaeton;trap latino;urbano latino,78,2010,0.745,0.994,0.972,0.0909,0.0546,0.0497,122.049,-2.194,3.380433333333333,Hip Hop,2
E.T.,Katy Perry,Katy Perry,pop,64,2010,0.602,0.863,0.732,0.0178,0.0,0.0773,150.183,-5.423,3.43955,Pop,2
A Little More Country Than That,Easton Corbin,Easton Corbin,contemporary country;country;country road,61,2010,0.64,0.6,0.593,0.0795,1.5e-06,0.0318,84.969,-8.534,2.870433333333333,Country,2
El Amor Que Perdimos,Prince Royce,Prince Royce,bachata;latin hip hop;latin pop;urbano latino,68,2010,0.796,0.82,0.885,0.025,1.37e-05,0.0357,126.028,-3.094,4.094,Hip Hop,2
Stand by Me,Prince Royce,Prince Royce,bachata;latin hip hop;latin pop;urbano latino,68,2010,0.737,0.82,0.914,0.143,9.16e-05,0.0291,127.998,-2.085,3.4211,Hip Hop,2
Your Love,Nicki Minaj,Nicki Minaj,hip pop;pop;queens hip hop;rap,66,2010,0.422,0.52,0.184,0.00204,0.00413,0.343,189.63,-10.231,4.08755,Hip Hop,2
More - RedOne Jimmy Joker Remix,USHER,USHER,atl hip hop;contemporary r&b;dance pop;pop;r&b;rap;south carolina hip hop;urban contemporary,72,2010,0.551,0.893,0.794,0.00166,0.0,0.0543,125.083,-2.628,3.666433333333333,Hip Hop,2
Somewhere in the Middle,Cody Jinks,Cody Jinks,classic texas country;modern southern rock;outlaw country,61,2010,0.589,0.542,0.36,0.208,0.0,0.0228,83.985,-5.055,5.008216666666667,Country,2
Niña Bonita,Chino & Nacho,Chino & Nacho,electro latino;latin hip hop;latin pop;urbano latino,74,2010,0.676,0.91,0.716,0.257,0.0,0.132,120.022,-5.096,3.6131,Hip Hop,2
Let Me Down Easy,Billy Currington,Billy Currington,contemporary country;country;country road,63,2010,0.606,0.497,0.18,0.361,0.0,0.0278,125.059,-5.005,3.808216666666667,Country,0
Dear John,Taylor Swift,Taylor Swift,pop,61,2010,0.589,0.47,0.102,0.166,1.45e-06,0.028,119.386,-5.32,6.732,Pop,0
Hooka,Don Omar;Plan B,Don Omar,latin hip hop;puerto rican pop;reggaeton;trap latino;urbano latino,76,2010,0.73,0.863,0.818,0.0373,0.0,0.154,170.014,-5.082,3.966216666666667,Hip Hop,2
Hey Daddy (Daddy's Home),USHER,USHER,atl hip hop;contemporary r&b;dance pop;pop;r&b;rap;south carolina hip hop;urban contemporary,67,2010,0.59,0.698,0.352,0.000176,0.0,0.0286,95.975,-4.262,3.734883333333333,Hip Hop,2
Pretty Boy Swag,Soulja Boy,Soulja Boy,atl hip hop;chicago bop;dance pop;pop rap;rap;southern hip hop;trap,64,2010,0.837,0.42,0.143,0.177,0.0,0.0629,123.157,-5.158,3.934883333333334,Hip Hop,1
Kick It In The Sticks,Brantley Gilbert,Brantley Gilbert,contemporary country;country;country road;modern country rock,63,2010,0.493,0.843,0.523,0.00507,0.0,0.0707,158.028,-5.924,3.762433333333334,Country,2
That's All She Wrote,T.I.;Eminem,T.I.,atl hip hop;dirty south rap;gangster rap;hip hop;pop rap;rap;southern hip hop;trap,69,2010,0.496,0.785,0.357,0.0328,0.0,0.306,170.02,-3.472,5.306,Hip Hop,2
Hallelujah,Ryan Bingham,Ryan Bingham,new americana;outlaw country,61,2010,0.615,0.41,0.274,0.735,4.52e-05,0.0313,128.855,-12.057,5.00755,Country,0
Vixen,Miguel,Miguel,r&b,63,2010,0.427,0.499,0.338,0.392,0.0,0.0601,82.523,-6.213,3.02555,R&B,0
Can't Be Tamed,Miley Cyrus,Miley Cyrus,pop,67,2010,0.63,0.91,0.743,0.0287,0.0,0.144,116.98,-2.919,2.80355,Pop,2
Hell Of A Life,Kanye West,Kanye West,chicago rap;hip hop;rap,65,2010,0.449,0.813,0.452,0.00142,0.000172,0.129,177.962,-5.478,5.4631,Hip Hop,2
Haunted,Taylor Swift,Taylor Swift,pop,61,2010,0.436,0.95,0.352,0.0826,1.08e-06,0.057,162.088,-2.627,4.034666666666666,Pop,2
Hold You - Hold Yuh,Gyptian,Gyptian,conscious hip hop;dancehall;reggae fusion,70,2010,0.69,0.621,0.497,0.321,2.81e-05,0.06,66.858,-3.583,3.88755,Hip Hop,2
Country Must Be Country Wide,Brantley Gilbert,Brantley Gilbert,contemporary country;country;country road;modern country rock,60,2010,0.409,0.765,0.5,0.0249,6.16e-06,0.0412,83.093,-5.696,3.580433333333333,Country,2
Plastic Beach (feat. Mick Jones and Paul Simonon),Gorillaz;Mick Jones;Paul Simonon,Gorillaz,alternative hip hop;modern rock;rock,67,2010,0.537,0.893,0.499,0.00252,0.0211,0.0893,183.78,-5.459,3.786883333333333,Hip Hop,2
Gee,Girls' Generation,Girls' Generation,k-pop;k-pop girl group,68,2010,0.756,0.93,0.737,0.281,0.0,0.0274,99.988,-1.082,3.352666666666666,K-Pop,2
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame;Roscoe Dash;Wale,Waka Flocka Flame,atl hip hop;dirty south rap;pop rap;rap;southern hip hop;trap,62,2010,0.76,0.595,0.361,0.00544,0.0,0.0391,131.497,-6.366,4.396216666666667,Hip Hop,2
Dear John,Taylor Swift,Taylor Swift,pop,59,2010,0.589,0.47,0.102,0.166,1.45e-06,0.028,119.386,-5.32,6.732,Pop,0
Last Kiss,Taylor Swift,Taylor Swift,pop,60,2010,0.371,0.341,0.196,0.57,3.09e-05,0.0319,89.038,-9.475,6.118883333333334,Pop,0
Mud On the Tires,Brad Paisley,Brad Paisley,contemporary country;country;country road,61,2010,0.448,0.824,0.463,0.294,3.81e-05,0.0478,185.217,-5.508,3.445333333333333,Country,2
You Don't Know Her Like I Do,Brantley Gilbert,Brantley Gilbert,contemporary country;country;country road;modern country rock,60,2010,0.49,0.716,0.288,0.022,0.00048,0.0441,74.988,-6.681,4.775333333333333,Country,2
Lost In The World,Kanye West;Bon Iver,Kanye West,chicago rap;hip hop;rap,65,2010,0.608,0.746,0.277,0.115,0.0087,0.184,117.072,-5.249,4.276433333333333,Hip Hop,2
Kiss Tomorrow Goodbye,Luke Bryan,Luke Bryan,contemporary country;country;country road,74,2011,0.571,0.937,0.584,0.0064,0.0,0.0365,115.013,-3.467,3.38555,Country,2
Country Girl (Shake It For Me),Luke Bryan,Luke Bryan,contemporary country;country;country road,81,2011,0.645,0.904,0.671,0.0293,0.0,0.0462,105.97,-4.532,3.759333333333333,Country,2
Novacane,Frank Ocean,Frank Ocean,lgbtq+ hip hop;neo soul,83,2011,0.762,0.508,0.37,0.0584,0.00126,0.0919,93.51,-9.112,5.0391,Hip Hop,1
Work Out,J. Cole,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,84,2011,0.831,0.427,0.216,0.0531,0.0,0.106,93.004,-6.903,3.922,Hip Hop,1
She,"Tyler, The Creator;Frank Ocean","Tyler, The Creator",hip hop;rap,77,2011,0.35,0.621,0.459,0.256,3.44e-05,0.233,83.375,-6.495,4.2231,Hip Hop,2
6 Foot 7 Foot,Lil Wayne;Cory Gunz,Lil Wayne,hip hop;new orleans rap;pop rap;rap;trap,74,2011,0.364,0.752,0.606,0.0007,0.0,0.304,79.119,-5.429,4.1431,Hip Hop,2
Headlines,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,81,2011,0.636,0.566,0.425,0.365,0.000353,0.106,151.894,-7.16,3.9331,Hip Hop,2
HYFR (Hell Ya Fucking Right),Drake;Lil Wayne,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,73,2011,0.444,0.627,0.359,0.123,0.0,0.252,98.21,-8.744,3.443766666666667,Hip Hop,2
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull;Ne-Yo;AFROJACK;Nayer,Pitbull,dance pop;miami hip hop;pop,85,2011,0.671,0.939,0.53,0.191,0.0,0.161,129.024,-3.206,4.2051,Hip Hop,2
The Morning - Original,The Weeknd,The Weeknd,canadian contemporary r&b;canadian pop;pop,73,2011,0.682,0.51,0.191,0.143,4.46e-06,0.0441,120.097,-9.987,5.23515,R&B,0
A.D.H.D,Kendrick Lamar,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,75,2011,0.609,0.799,0.582,0.33,0.0,0.24,157.74,-6.883,3.591816666666667,Hip Hop,2
Coal,Tyler Childers,Tyler Childers,kentucky indie;kentucky roots;outlaw country,74,2011,0.565,0.308,0.339,0.907,7.76e-05,0.0299,91.996,-12.843,3.35555,Country,0
Starships,Nicki Minaj,Nicki Minaj,hip pop;pop;queens hip hop;rap,77,2011,0.747,0.716,0.751,0.135,0.0,0.075,125.008,-2.457,3.510433333333333,Hip Hop,2
Bonfire,Childish Gambino,Childish Gambino,atl hip hop;hip hop;rap,74,2011,0.506,0.745,0.284,0.0594,0.0,0.332,161.798,-6.041,3.215766666666667,Hip Hop,2
A Thousand Years,Christina Perri,Christina Perri,pop,83,2011,0.421,0.407,0.161,0.309,0.000961,0.0267,139.028,-7.445,4.752,Pop,0
I Don't Want This Night To End,Luke Bryan,Luke Bryan,contemporary country;country;country road,73,2011,0.616,0.728,0.375,0.0275,0.0,0.0278,111.934,-4.02,3.666216666666667,Country,2
Crazy Girl,Eli Young Band,Eli Young Band,classic texas country;contemporary country;country;country road;heartland rock,72,2011,0.366,0.651,0.257,0.000415,0.00526,0.031,151.343,-3.842,3.3451,Country,2
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull;T-Pain,Pitbull,dance pop;miami hip hop;pop,79,2011,0.595,0.912,0.762,0.0434,0.0,0.0884,128.024,-3.428,3.90755,Hip Hop,2
